리뷰,평점,라벨링
"해물상태도 별로고 마트에 파는 냉동해물탕 수준입니다. 부산까지와서 냉동해물탕먹으니까 기분이 썩 좋진않네요. 제대로된 해물탕 돈주고 사먹는게 날듯! 사진만 번지르르찍고 광고하는
곳 ^ ^ 자리도 많았는데 구석탱이주길래 창가자리에앉고싶어서말했던거고 광고보고와서 알아서 주문한다는 소리를 잘못이해하신듯? 분명 영어가 아니라 한국어했는데 못알아들으시는건
지? 3단 자부심 있으신가? 리뷰라는건 소비자로서 솔직하게쓴느건데 (그래도양심상제일잘나온사진으로올린거임) 저말고 다른분이 쓰신 리뷰도 제가 하고싶은말 적으셨던데~ 소비...",0.5,0
괜찮앗어요,3,0
월요일이 휴무가 아닌게 좋아요.,3,0
낫뱉,3,0
"평상시 단골인데ㅜㅜ
오늘은 이상하게 비린맛이 살짝나서
살짝 실망요~~~",3.5,0
"제 입엔 그냥 그래요. 다른사람은 맛집이라는데,,,",3,0
쏘야랑 닭개장인가 시켰는데 비주얼은둘째치고 맛이 없습니다^^분위기는 저세상임. ,2,0
"딸기모찌 구매하려고 간거였는데 포장은 6개부터 라고 하네요 네이버에는 개당 2,500원 인데 매장에서는 3,000원 입니다 카스테라가루를 뿌려주는데  차라리없는게 나을듯요",2,0
맛있아요,3.5,0
주차x,3,0
"짜요 맛소금 맛나요.
나머진 쏘쏘
사장님 같은 여자분은 손님이랑 맥주하시며 서빙..",3,0
"자극적이지 않고 보통의 맛, 밥양이 적음, 
모든 테이블서 공기밥 추가해서먹음,
반찬이 다양함",3.5,0
돼지고기 냄새가 많이 나고... 고기가 너무 흐물합니다..!,1,0
기대햇던만큼은 아니네요,1.5,0
좋아요,3,0
"맛은 무난하다 하지만 가성비가 좋은편은 아니다
홀직원은 스마트폰 보기 바쁘고 마스크도 턱에 걸치기도 하는 등 손님 응대 하는 느낌이 전혀 없었다",3.5,0
"1년 전쯤 마지막으로 갔을때도 되게 짜증났어서 먹을까말까 고민하다가 먹은건데 이젠 정말로 다시 안오려구요ㅋㅋ
맛도 엉망 서비스도 엉망 중국인 종업원들 말귀도 못알아듣고 서빙하는데 음식에 손가락 닿는거보고 기함했어요.
현금영수증도 안해주는 주차비 2천원씩 꼬박꼬박 떼어가고 완전 탈세 아닌지??",0.5,0
그냥 그냥 그런맛 일부러 찾아가서 기다려서 먹을 정도는 아님,3.5,0
면빨사진보고  맛있겠다생각들어서 왔는데  생활의달인에나온 집이엿음ㅋㅋ 면이 맛있을수있다는걸 처음 암  칼국수면맛집👍,3.5,0
뭐 동천동 근방에선 나뿌지않음,3,0
온소바가 너무 달아요,3,0
좋아요,3.5,0
"너무 기대해서 그런지 별로.
정말 보통맛.
",3,0
굳,3,0
온육수 만두 맛집?,3,0
그냥 그래요,3,0
광안리 단골집 분위기는 좋으나 서버들의 미숙한 대응이 아쉽다 상하이 파스타 완전 추천 타파스 C는 별로,3.5,0
만두가 맛있어요,3.5,0
"기대를 많이해서 그런가 그냥그랬어요
너무 다닥다닥 붙어앉아서 먹어요
열체크랑 손소독은 철저하게 하는 집이에요",3.5,0
맛있는데 비쌈,3.5,0
늘 줄서서 먹어야 하는 중국음식점. 특출나게 맛있는 것은 아니지만 주변에 이만한 중국음식점 찾기도 어려움,3.5,0
"구이는 기본, 조림양념 맛있네요~",3,0
굿,3.5,0
뷰맛집입니다. 음식은 그다지..,3.5,0
양도적고 음식맛도 별로이고 가격대비 그냥그래요,3,0
회에 까는 무를 재활용해서 무색이 노랗게 된 모습이 거북스러웠어요.,3.5,0
맛있어요,3.5,0
맛있내요,2.5,0
가격에비해 나온 파스타나 스프나 샐러드 스테이크는 너무 양도작고 해당메뉴가 나오면서 설명따윈없고 그냥 음식만주고 빠지는느낌? 피클도 안줘서 좀짜증낫네요 다른 레스토랑은 상세히설명해주고 기번서비스가 넘치건데 여긴그런게없어요다신안가요 부모님도 서비스가엉망이라녜요 첫월급받아서 송도맛집으로 떠서갓는데 정말실망이예요,1,0
좋아요,3,0
일,3.5,0
유럽갬성으로 피쉬앤 칩스 먹고싶어서 갔으나 이탈리아에서 먹던 대구 튀김이 아니었어요. 통 튀김.... 맛없어요. 싱겁고 맥주 가격 사악 330mm 에 만원 넘어요,1,0
"그냥 기본 
찾아와서 먹을맛인지 …",3.5,0
��,3,0
뷰 보러 맥주만시켜서 먹으면 몰라도 튀김 너무 맛이없네요...직원추천으로 농어튀김먹었는데 비린내나고 재탕한건지 튀김옷도 두껍고 맛없어요,1.5,0
"좋아요
맛나요",3,0
쏘쏘,3,0
"고기국수는 짜고..그나마 비빔국수가 낫지만
생각날 것 같진 않는맛입니다.",3.5,0
굿,3,0
"음... 대기시간이 꽤 있음에도 주차 야박하고용
대표메뉴 2개 먹었는데 맛은 그냥 쏘쏘
깍뚜기 더 달라고 하기에 너무 무안할정도로 아주머니들이 바쁘시고 서로 언쟁하시고 정신이 없음;",3,0
미리 만들어진 떡볶이 퍼서 주기만 하면되는데 27분 기다렸네요 맛도 그냥 평범한 맛이고 특별한맛은 없던데 멀리서 찾아오거나 기다릴만한 맛도 아닌듯,3,0
김밥이 너무 짜요.....@.@...,3,0
옆집 꽉차서 갔는데 ....영 저랑은 아니네요,0.5,0
"유명하다고 갔는데 튀김은 눅눅하고 떡볶이도 별 특징 없고 주차비도 한시간 1,000원 받는데 아깝기만 하고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ가지 마세요 주인이 바뀐건지 뭔지 모르겠지만.. 옆 테이블 사람도 튀김 눅눅하다고 하면서 드시더라구여",1,0
"바다가 근처라 기대 하고 간곳인데 생각 했던 그런 장소가 아니였었요 제부도 처럼 그런곳인줄 알았는데 조개 구이집은 이집뿐 주의에 음식점이 별로 없었구요 맛 또한 별루 푸짐해 보이긴
하나 딱히 먹을꺼라곤 부침개랑 동죽탕???암튼 그것 빼고는 다른 먹을꺼라곤오로지 조개뿐 조개만 먹으니 금방 질리구 짜구 무한 리필로 했는데 리필도 못하고 처음주신것도 다 못 먹구 왔
네요 칼국수도 안나오고 김치도 없고 암튼 별루였었요",2,0
가격에 비해 퀄리티를 잘 모르겠늠,3,0
파스타가 너무 짰어요 ㅠㅠ,1,0
괜찮아요,3,0
사람이 붐빌 때 주차가 힘들고 사장님이 밖에서 잡음이 있어도 관여를 전혀 안하시네요 음식먹는 내내 주차때문에 신경쓰였어요 음식은 맛있어요,2,0
"맛이변했음...철이 아니라서 그런걸까요 
시원한 맛이 부족했습니다.",2.5,0
"고구마튀김 진짜 맛있어요 직원분들도 친절하고
근데 햄버거가 좀 식어있어요
패티가 좀 차가운 느낌빼곤 만족합니다",3.5,0
좋아요,3.5,0
언양불고기 2인분 시켰는데 양이 너무나도 적었고 서비스도 좋은편은 아니었어요 맛은 그냥 그랬고 다음에 또 이 돈 주고 먹을맛은 아닌듯 고기질은 좋았어요 공기밥 달라했는데 김치찌개 2개에 밥딸려나오는걸로 주셔서 엄청 당황했네요 덕분에 6000원 날렸네요 맛도 김치찌개랑 된장찌개 섞어놓은맛 부산가면 언양불고기 꼭 먹어보래서 먹어봤는데 넘나 실망했어요ㅠ,1.5,0
사람이너무많아요,2,0
양이조금적어요 그것빼곤갠차나요,3.5,0
그냥저냥입니다,3,0
별로네요,2,0
물막국수는 밍밍하고 별로였어요...식초 겨자 뿌려봐도...소용없어서 지인 비빔막국수 같이 먹었는데 그건 꿀맛!!,3,0
"너무 블로그에 유명해서 방문했고 3명이서 꼬막 비빔밥에 공기밥 하나 추가해서 비벼 먹었다. 이렇게 먹으면 3인이 먹기에 알맞은 양으로 보인다. 맛은 일반 꼬막비빔밥하고 크게차이가 없
고 고추가 많이 들어 있는게 조금 차이가 있을뿐이다. 와~ 정말 맛있다 정도는 아닌 같고 일반 꼬막비빔밥 하는 다른 가게와 비슷하다. 꼬막비빔밥 35000원에 공기밥 1000원해서 36000원. 
3명이서 먹었으니 1인 12000원인 셈. 조금 비싼듯. 코스트코나 트레이더스 꼬막비빔밥이 14000원이고 공기밥 하나 섞어 먹으면. . . . 물론 밑반찬이 있지만 역시 관광지 가게와 마트 ...",3,0
고르곤졸라피자랑 이름은 까먹었는데 사진 속 파스타 시켰어요. 피자는 맛있고 파스타는 베스트라고 써있어서 시킨건데 면이 따로 놀고 별로였어요. 분위기 좋다고해서 간건데 시끌벅적 별로에요. 직원분들은 친절하세요!,2,0
하... 정말이지... 내 최근 10년간 가본 관광지 식당중에...... 하...,0.5,0
"매장은 이쁨
외관 입구부터 벌레가 많아서 야외라 그러나보다 했는데 매장내 파리만 뻥안치고 40마리 있던듯...해충에도 신경써주셔야 될거같아요ㅜㅜ
맛은 괜찮았습니딘",0.5,0
"리뷰이벤트를 진행하고있으니 참고하시길바랍니다 꼭 멀리에서 일부러 찾아갈만큼의 맛집은 아닙니다 전복설렁탕과 전복물회냉면을 먹었는데 설렁탕보단 냉면이 더 맛있었고  그 이유는 설렁탕국물이 깊은맛이없고 우유냄새같은? 그런게 느껴
졌어요 김치는 중국산이 아니라 직접담근김치구요  뜨신밥에 가리비젓갈도 괜찮았습니다 애피타이져로 나오는 전복죽이 설렁탕보다 맛있습니다  그러나 주문해서 나오는건 양이 적어요 설렁탕이나 냉면주문시 맛보기나오는거 드시면 좋을듯",3,0
맛있어요,2.5,0
가격은 좀 잇지만 맛있어요 :),2.5,0
비싸요. 겁나 비싼집!,3.5,0
그냥,3,0
좋아욧,3.5,0
최고,3,0
^^,2.5,0
예약이 되어있는지 직원들이  모르시더구요~ㅡ.ㅜ 외지에서 오신분과 식사자리라 전망좋은 자리 부탁드렸는데... 창가쪽아닌 뒷쪽자리 안내봤았습니다 음식은 가격대비 나쁘지는 않습니다,2.5,0
역안에.들어가면서 빵냄새에 홀려 들어갔네요,2,0
"커피맛 괜찮고 약간 비싼 감이 있고
케이크는 카라멜 무스케이크였는데 무스케익답게 정성스러운 느낌은 있으나 좀 느끼함. 옆에 쿠키시트같은게 약간 크런치한 헤이즐넛초콜렛이 있어서 맛있고 안에 크림은
마스카포네 크림이었고 겉에를 카라멜 크림으로 마무리한 맛. ",3,0
"쌍화차 마실라고 왔는데 가격도 비싸고 맛도 그닥
장소만 좋고 다별로 인 가게 비추
#미애담#쌍화차",0.5,0
분위기도 좋고~ 맛도 있고,3.5,0
제주에 오면 먹어보는 해물라면 다 비슷한 맛. 그러나 전복 비빔밥은 맛있네요,3.5,0
괜찮음,3,0
저렴합니다.,3,0
"가격도 적당하고
맛있어요.",3.5,0
"부추전은 맛있었어요 
칼국수는 면이 별로에요 국물은 괜찮아요",3.5,0
조금 짰어요 ㅎㅎ,3.5,0
조미료맛은 안나지만 너무 맛이 별로.,3,0
"시설이나 강아지를 위한 방은 좋았지만 직원분이 강아지를 너무 무서워하셔서 주문도 제대로 못들으시고 추가주문하려고 벨 누르면 얼굴만 내밀고 주문받으시더라구요 가져다주실때도 거의 도망가듯 나가시고..
기분나빴네요",2,0
제주에서 고기국수 2번째인데 유명세에 비해맛은 평범 음...엄청  기다려서 먹을맛은 아니예요 직원분들 서비스는 신속 정확했습니다~~,3.5,0
좋아요,3.5,0
왜 줄서서 먹지,2.5,0
"리뷰를 너무 믿었는지 연탄불 감성은 있지만 초딩아들둘을 포함 4인이 먹기에는 연탄불이 너무 약합니다
술이 안 취할정도로 고기순환이 안되요",3,0
"원래 제주에 가면 꼭 찾는 고깃집이 있어요 근데 이번엔 친구와 함께한 여행이었는데 숙성도가 그렇게 유명하다고 해서 방문했습니다 대기는 12번이라고 떴는데 실제로는 앞에 두팀인가 세팀정도 있었어요 직원분의 안내를 받아 식탁에 앉았는
데 급히 치우는 탓인지 기름때며 식탁에 양념들이 묻어있어 제가 다시 닦았네요 고기 위엔 영수증. 회전도 빠를텐데 마늘은 말라있고 집게로 된장도 찍고 와사비도 찍고 버섯을 집으시다 된장이 묻어 말씀드리니 아무말씀 없으시고 고기는 생고
기가 아니라 그런지 흐물거리고 구워주신거 먹었는데 왜 누린내가 나죠?반찬이라곤 없다고 보는게 맞을것 같고 고기는 양념잔뜩 묻혀서 주시는데 뱉을뻔 했습니다 상추도 몇장 안주고 깻잎은 없다네요 제가 갔을땐 거의 슬리퍼 신고 서...",1,0
굳,3,0
"주말에 오랜만에 장어먹고싶어서 리뷰보고 찾아갔는데, 에어컨은 켜져있었겠지만, 장어를 먹는 내내 너무 더웠어요.  음료수를 직접 꺼내 먹는 곳인데, 냉장고 안쪽에도 시원한 음료는 찾을 수가 없었네요.",2,0
"김밥2줄 이상만. 팔아요  제입엔 특별하지 않아요
가격이 넘 비쌈 비싼데 친절하지도 않음",2.5,0
"원래 근처에 항상 가는 고기집 가려했는데 마감시간에 걸려서 근처 고기집 찾다가 갔어요 전화로 21:30 전에오면 가능하다 했는데 도착했더니 직원분이 마감했다해서 황당했어요  머리묶고 수염 조선시대처럼 기른 사장님 같은분이 마감 아니
라고 들어오라하셔서 막타임으로 들어갔어요 처음에 목살 먼저 2인분 시켯고 직원분이 구워주고 미디움레어정도로 구워야 맛있다면서  한점은 멜젓 + 갈치속젓 + 고추냉이 + 고사리 한점은 멜젓 + 명란젓 + 고추냉이 찍어서 줫는데 엥? 싶었지
만 먹었어요 명란+백김치 고추냉이+깻잎장아찌 멜젓+고사리 갈치속젓+쌈 이 버전 더 추천드릴게요... 막타임이라 뼈삼겹 이런건 없었고  메뉴가 많아서 추천달라했는데 다 맛있다고하시고 가셨어요^^.... 결론은 목살보단 흑삼겹이 더 ...",2.5,0
"우진해장국 생각나서 두번째방문했어요
한번쯤 먹을맛이예요 몸국도 생각보다 괜찮아요",3.5,0
음 .....1시간 40분....이나 기다려서 먹을맛은 아닌듯요 ....재방문의사는 없어요. ㅠ 직원들은 친절합니다 ㅎ ,2,0
매워요 너무 매워요 서너테이블에서 다 사례들려 기침하고있음. 맵기에 대한 사전 안내가 필요할 것 같습니다. 그리고 직원분? 안좋은 일이 있으신지 대답도 까칠하시고 공기밥도 안주시다가 다시 요청하니깐 던지듯이 놓고 가시더라구요. 서비스는 좋지 않은 것 같습니다.,0.5,0
기대했던것보다 별로였어요.. 전체적으로 간이쎄고 파스타 좋아하는데 제스타일은 아니었어요ㅠㅠ 간쎈거 좋아하시는분들은 좋아하실듯!,2,0
비오는날 한시간이나 기다려 먹었는데 그렇게 기다릴 일이었나....싶었습니다,2.5,0
좋아요,3.5,0
해운대보다 별로에용,3,0
,,0
20분 기다려서 들어갔는데 10분정도 더 기다린 것 같아요! 좀 느끼했어요,3,0
"역삼 올라보 생각하면서 왔는데 많이 비교되네요. 특히 메인 토핑(스테이크 척)이 너무 적었어요. 단백질 양껏 채우려는 생각이었는데🥲
그릇도 너무 작아서 먹기 불편했고, 음악 소리도 지나치게 컸어요. 건강을 파는 레스토랑으로서 베버리지 메뉴들이 탄산뿐인게 아쉬웠고, 입구 유리문도 한번도 청소하지 않은 듯 지저분했고요. 샐러드 가게를 좋아하는 사람으로서 많이 아쉬웠습니다ㅜㅜ",2,0
